11/11,9:39:9,75000,0.021,9.868,0.216
11/11,9:39:9,75376,-0.021,9.868,-0.216
11/11,9:39:10,75000,0.021,9.868,0.216
11/11,9:39:10,75000,-0.021,9.89,-0.216
11/11,9:39:10,75000,-0.021,9.89,-0.216
11/11,9:39:10,75376,-0.043,9.868,-0.432
11/11,9:39:10,75376,0.021,9.868,0.216
11/11,9:39:10,75376,-0.021,9.868,-0.216
11/11,9:39:10,75376,0.0,9.89,0.0
11/11,9:39:10,75376,0.021,9.868,0.216
11/11,9:39:11,75000,0.0,9.89,0.0
11/11,9:39:11,75376,-0.043,9.868,-0.432
11/11,9:39:11,75376,0.021,9.868,0.216
11/11,9:39:11,75376,0.0,9.868,0.0
11/11,9:39:11,75376,0.0,9.89,0.0
11/11,9:39:12,75000,0.0,9.868,0.0
11/11,9:39:12,75376,0.0,9.868,0.0
11/11,9:39:12,75376,0.0,9.868,0.0
11/11,9:39:12,75376,0.0,9.868,0.0
11/11,9:39:12,75000,0.0,9.868,0.0
11/11,9:39:13,75000,0.021,9.868,0.216
11/11,9:39:13,75376,0.0,9.868,0.0
11/11,9:39:13,75376,0.0,9.868,0.0
11/11,9:39:13,75376,0.021,9.868,0.216
11/11,9:39:13,75000,0.021,9.846,0.215
11/11,9:39:14,75376,-0.021,9.868,-0.216
11/11,9:39:14,75376,0.0,9.868,0.0
11/11,9:39:14,75000,0.021,9.868,0.216
11/11,9:39:14,75376,0.0,9.868,0.0
11/11,9:39:14,75000,0.0,9.868,0.0
11/11,9:39:15,75376,-0.021,9.868,-0.216
11/11,9:39:15,75376,0.0,9.868,0.0
11/11,9:39:15,75376,0.021,9.868,0.216
11/11,9:39:15,75757,-0.021,9.868,-0.216
11/11,9:39:15,75000,0.0,9.868,0.0
11/11,9:39:16,75376,-0.021,9.846,-0.215
11/11,9:39:16,75376,0.0,9.868,0.0
11/11,9:39:16,75376,-0.021,9.868,-0.216
11/11,9:39:16,75376,0.0,9.89,0.0
11/11,9:39:16,75376,-0.043,9.868,-0.432
11/11,9:39:17,75757,0.021,9.868,0.216
11/11,9:39:17,75376,0.0,9.868,0.0
11/11,9:39:17,75000,0.021,9.868,0.216
11/11,9:39:17,75376,0.021,9.868,0.216
11/11,9:39:17,75376,-0.043,9.868,-0.432
11/11,9:39:18,75376,0.0,9.868,0.0
11/11,9:39:18,75376,-0.021,9.89,-0.216
11/11,9:39:18,75376,-0.021,9.868,-0.216
11/11,9:39:18,75376,0.0,9.868,0.0
11/11,9:39:18,75376,-0.021,9.89,-0.216
11/11,9:39:19,75376,-0.021,9.868,-0.216
11/11,9:39:19,75376,-0.021,9.868,-0.216
11/11,9:39:19,75376,0.021,9.868,0.216
11/11,9:39:19,75376,0.021,9.868,0.216
11/11,9:39:19,75376,-0.021,9.89,-0.216
11/11,9:39:20,75757,-0.043,9.868,-0.432
11/11,9:39:20,75376,-0.021,9.868,-0.216
11/11,9:39:20,75376,0.021,9.846,0.215
11/11,9:39:20,75376,0.0,9.868,0.0
11/11,9:39:20,75376,-0.043,9.868,-0.432
11/11,9:39:21,75376,-0.021,9.868,-0.216
11/11,9:39:21,75376,0.021,9.868,0.216
11/11,9:39:21,75376,0.021,9.868,0.216
11/11,9:39:21,75376,0.043,9.868,0.432
11/11,9:39:21,75757,-0.021,9.868,-0.216
11/11,9:39:22,75757,-0.021,9.868,-0.216
11/11,9:39:22,75376,0.0,9.868,0.0
11/11,9:39:22,75757,0.0,9.868,0.0
11/11,9:39:22,75757,0.021,9.868,0.216
11/11,9:39:22,75757,0.0,9.868,0.0
11/11,9:39:23,75376,0.0,9.868,0.0
11/11,9:39:23,75376,0.0,9.868,0.0
11/11,9:39:23,75000,0.0,9.868,0.0
11/11,9:39:23,75376,-0.021,9.868,-0.216
11/11,9:39:24,75376,-0.043,9.868,-0.432
11/11,9:39:24,75376,-0.065,9.868,-0.649
11/11,9:39:24,75376,-0.043,9.868,-0.432
11/11,9:39:24,75376,-0.021,9.868,-0.216
11/11,9:39:24,75376,-0.021,9.846,-0.215
11/11,9:39:24,75376,0.0,9.868,0.0
11/11,9:39:25,75376,0.0,9.868,0.0
11/11,9:39:25,75376,0.0,9.868,0.0
11/11,9:39:25,75757,-0.021,9.868,-0.216
11/11,9:39:25,75757,-0.043,9.868,-0.432
11/11,9:39:26,75376,-0.021,9.868,-0.216
11/11,9:39:26,75757,-0.043,9.868,-0.432
11/11,9:39:26,75376,-0.021,9.868,-0.216
11/11,9:39:26,75376,-0.043,9.868,-0.432
11/11,9:39:26,75376,-0.021,9.868,-0.216
11/11,9:39:27,75376,-0.065,9.868,-0.649
11/11,9:39:27,75376,0.0,9.868,0.0
11/11,9:39:27,75376,0.0,9.868,0.0
11/11,9:39:27,75376,-0.614,9.627,-5.911
11/11,9:39:27,8944,-0.657,9.561,-6.29
11/11,9:39:28,1357,0.043,9.846,0.431
11/11,9:39:28,1787,0.087,9.89,0.867
11/11,9:39:30,136,0.065,9.912,0.652
11/11,9:39:30,632,0.043,9.89,0.433
11/11,9:39:30,631,0.043,9.89,0.433
11/11,9:39:31,632,0.043,9.89,0.433
11/11,9:39:31,632,0.043,9.89,0.433
11/11,9:39:31,632,0.043,9.89,0.433
11/11,9:39:31,368,0.065,9.89,0.65
11/11,9:39:31,632,0.065,9.89,0.65
11/11,9:39:32,632,0.087,9.912,0.869
11/11,9:39:32,632,0.065,9.89,0.65
11/11,9:39:32,368,0.065,9.89,0.65
11/11,9:39:32,632,0.065,9.89,0.65
11/11,9:39:32,628,0.065,9.89,0.65
11/11,9:39:33,632,0.065,9.912,0.652
11/11,9:39:33,632,0.065,9.89,0.65
11/11,9:39:33,370,0.065,9.89,0.65
11/11,9:39:33,632,0.065,9.89,0.65
11/11,9:39:33,632,0.065,9.912,0.652
11/11,9:39:34,632,0.065,9.912,0.652
11/11,9:39:34,368,0.043,9.89,0.433
11/11,9:39:34,632,0.065,9.89,0.65
11/11,9:39:34,632,0.043,9.89,0.433
11/11,9:39:34,632,0.065,9.912,0.652
11/11,9:39:35,632,0.065,9.89,0.65
11/11,9:39:35,368,0.043,9.89,0.433
11/11,9:39:35,368,0.043,9.89,0.433
11/11,9:39:35,632,0.043,9.89,0.433
11/11,9:39:35,632,0.043,9.89,0.433
11/11,9:39:36,632,0.043,9.89,0.433
11/11,9:39:36,368,0.043,9.89,0.433
11/11,9:39:36,632,0.065,9.89,0.65
11/11,9:39:36,632,0.065,9.912,0.652
11/11,9:39:36,632,0.109,9.89,1.084
11/11,9:39:37,368,0.065,9.89,0.65
11/11,9:39:37,368,0.065,9.89,0.65
11/11,9:39:37,948,0.065,9.89,0.65
11/11,9:39:37,632,0.087,9.912,0.869
11/11,9:39:37,632,0.065,9.89,0.65
11/11,9:39:38,368,0.065,9.89,0.65
11/11,9:39:38,632,0.065,9.89,0.65
11/11,9:39:38,632,0.065,9.89,0.65
11/11,9:39:38,632,0.065,9.912,0.652
11/11,9:39:38,368,0.065,9.89,0.65
11/11,9:39:39,632,0.043,9.89,0.433
11/11,9:39:39,632,0.065,9.89,0.65
11/11,9:39:39,632,0.065,9.912,0.652
11/11,9:39:39,632,0.065,9.89,0.65
11/11,9:39:39,368,0.043,9.89,0.433
11/11,9:39:40,368,0.043,9.89,0.433
11/11,9:39:40,632,0.065,9.89,0.65
11/11,9:39:40,632,0.065,9.89,0.65
11/11,9:39:40,632,0.065,9.89,0.65
11/11,9:39:40,368,0.043,9.89,0.433
11/11,9:39:41,632,0.043,9.89,0.433
11/11,9:39:41,632,0.065,9.912,0.652
11/11,9:39:41,632,0.065,9.912,0.652
11/11,9:39:41,368,0.043,9.89,0.433
11/11,9:39:41,368,0.065,9.89,0.65
11/11,9:39:42,632,0.065,9.89,0.65
11/11,9:39:42,948,0.065,9.89,0.65
11/11,9:39:42,632,0.065,9.89,0.65
11/11,9:39:42,368,0.065,9.89,0.65
11/11,9:39:42,632,0.065,9.89,0.65
11/11,9:39:43,632,0.065,9.89,0.65
11/11,9:39:43,632,0.087,9.912,0.869
11/11,9:39:43,368,0.065,9.89,0.65
11/11,9:39:43,368,0.043,9.89,0.433
11/11,9:39:43,947,0.065,9.89,0.65
11/11,9:39:44,632,0.065,9.912,0.652
11/11,9:39:44,632,0.065,9.89,0.65
11/11,9:39:44,368,0.065,9.89,0.65
11/11,9:39:44,368,0.065,9.89,0.65
