11/11,8:51:49,632,0.372,16.578,6.18
11/11,8:51:49,632,0.328,16.644,5.475
11/11,8:51:49,632,0.328,16.622,5.468
11/11,8:51:50,368,0.35,16.6,5.824
11/11,8:51:50,370,0.35,16.6,5.824
11/11,8:51:50,948,0.394,16.578,6.544
11/11,8:51:50,632,0.35,16.622,5.832
11/11,8:51:50,632,0.372,16.578,6.18
11/11,8:51:50,371,0.372,16.578,6.18
11/11,8:51:50,632,0.372,16.578,6.18
11/11,8:51:51,632,0.372,16.578,6.18
11/11,8:51:51,632,0.372,16.578,6.18
11/11,8:51:51,632,0.372,16.578,6.18
11/11,8:51:51,371,0.35,16.6,5.824
11/11,8:51:51,632,0.372,16.578,6.18
11/11,8:51:52,632,0.328,16.644,5.475
11/11,8:51:52,632,0.328,16.644,5.475
11/11,8:51:52,370,0.35,16.6,5.824
11/11,8:51:52,632,0.394,16.578,6.544
11/11,8:51:52,632,0.372,16.578,6.18
11/11,8:51:53,632,0.35,16.622,5.832
11/11,8:51:53,630,0.372,16.578,6.18
11/11,8:51:53,371,0.372,16.578,6.18
11/11,8:51:53,370,0.372,16.578,6.18
11/11,8:51:53,948,0.372,16.578,6.18
11/11,8:51:54,632,0.328,16.644,5.475
11/11,8:51:54,632,0.372,16.578,6.18
11/11,8:51:54,371,0.35,16.6,5.824
11/11,8:51:54,632,0.35,16.6,5.824
11/11,8:51:55,948,0.35,16.6,5.824
11/11,8:51:55,632,0.328,16.644,5.475
11/11,8:51:55,369,0.372,16.578,6.18
11/11,8:51:55,370,0.372,16.578,6.18
11/11,8:51:55,632,0.394,16.557,6.535
11/11,8:51:56,632,0.35,16.622,5.832
11/11,8:51:56,632,0.372,16.578,6.18
11/11,8:51:56,371,0.372,16.578,6.18
11/11,8:51:56,632,0.372,16.578,6.18
11/11,8:51:56,632,0.372,16.578,6.18
11/11,8:51:57,632,0.328,16.644,5.475
11/11,8:51:57,632,0.372,16.578,6.18
11/11,8:51:57,371,0.241,9.802,2.364
11/11,8:51:57,947,0.241,9.802,2.364
11/11,8:51:57,632,0.241,9.802,2.364
11/11,8:51:58,632,0.219,9.846,2.159
11/11,8:51:58,368,0.241,9.802,2.364
11/11,8:51:58,368,0.241,9.802,2.364
11/11,8:51:58,632,0.263,9.78,2.573
11/11,8:51:58,632,0.285,9.78,2.788
11/11,8:51:59,632,0.263,9.78,2.573
11/11,8:51:59,632,0.285,9.758,2.782
11/11,8:51:59,368,0.263,9.78,2.573
11/11,8:51:59,632,0.263,9.78,2.573
11/11,8:51:59,632,0.263,9.802,2.579
11/11,8:52:0,632,0.263,9.78,2.573
11/11,8:52:0,368,0.263,9.78,2.573
11/11,8:52:0,949,0.263,9.78,2.573
11/11,8:52:0,632,0.241,9.824,2.369
11/11,8:52:0,632,0.241,9.824,2.369
11/11,8:52:1,368,0.263,9.78,2.573
11/11,8:52:1,370,0.263,9.78,2.573
11/11,8:52:1,632,0.263,9.78,2.573
11/11,8:52:1,632,0.241,9.802,2.364
11/11,8:52:1,632,0.241,9.802,2.364
